call_id,audio_path,start_time,end_time,noise_type,sr,seg_start_sample,seg_end_sample,core_start_sample,core_end_sample,source_sr,source_len,n_channels,source_core_start,source_core_end,detected_f0,multi_elephant,f0_b,snr_before_db,snr_after_db,snr_improvement_db,f0_hz,harmonic_completeness,harmonics_present,harmonics_possible,valid,reverted
99-45_vehicle_01_c179,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,258.7832,262.1354533,car,4000,1029132,1054541,1035132,1048541,48000,18189287,1,12421593,12582501,23.4375,False,0.0,3.79,9.97,6.18,23.4,0.789,15,19,True,False
99-45_vehicle_01_c180,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,261.4437,264.1042185,car,4000,1039774,1062416,1045774,1056416,48000,18189287,1,12549297,12677002,29.296875,False,0.0,1.74,12.44,10.7,29.3,0.632,12,19,True,False
99-45_vehicle_01_c181,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,264.7428,268.6803674,car,4000,1052971,1080721,1058971,1074721,48000,18189287,1,12707654,12896657,29.296875,True,13.671875,5.78,14.61,8.83,29.3,0.421,8,19,True,False
99-45_vehicle_01_c182,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,270.623,273.070677,car,4000,1076492,1098282,1082492,1092282,48000,18189287,1,12989904,13107392,23.4375,True,29.296875,3.98,3.98,0.0,23.4,0.737,14,19,True,True
99-45_vehicle_01_c183,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,273.6559,276.7421015,car,4000,1088623,1112968,1094623,1106968,48000,18189287,1,13135483,13283620,11.71875,True,27.34375,0.62,7.67,7.06,11.7,0.526,10,19,True,False
99-45_vehicle_01_c184,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,278.232,281.4246222,car,4000,1106928,1131698,1112928,1125698,48000,18189287,1,13355136,13508381,31.25,True,13.671875,1.44,8.09,6.66,31.2,0.211,4,19,True,False
99-45_vehicle_01_c185,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,280.7861,281.9567281,car,4000,1117144,1133826,1123144,1127826,48000,18189287,1,13477732,13533922,29.296875,True,17.578125,3.89,9.33,5.44,29.3,0.316,6,19,True,False
99-45_vehicle_01_c186,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,316.511,320.0760948,car,4000,1260044,1286304,1266044,1280304,48000,18189287,1,15192528,15363652,21.484375,False,0.0,-2.85,13.66,16.51,21.5,0.474,9,19,True,False
99-45_vehicle_01_c187,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,317.3623,321.3530778,car,4000,1263449,1291412,1269449,1285412,48000,18189287,1,15233390,15424947,21.484375,False,0.0,-2.46,-2.46,0.0,21.5,0.842,16,19,True,True
99-45_vehicle_01_c188,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,329.6007,332.3144289,car,4000,1312402,1335257,1318402,1329257,48000,18189287,1,15820833,15951092,19.53125,False,0.0,9.11,9.26,0.15,19.5,0.737,14,19,True,False
99-45_vehicle_01_c189,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,336.1456,339.4978533,car,4000,1338582,1363991,1344582,1357991,48000,18189287,1,16134988,16295896,27.34375,False,0.0,4.76,9.85,5.09,27.3,0.421,8,19,True,False
99-45_vehicle_01_c190,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,350.9323,352.9542941,car,4000,1397729,1417817,1403729,1411817,48000,18189287,1,16844750,16941806,17.578125,False,0.0,8.85,9.44,0.58,17.6,0.842,16,19,True,False
99-45_vehicle_02_c191,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,17.0062,20.03919111,car,4000,62024,86156,68024,80156,48000,7150207,1,816297,961881,17.578125,True,27.34375,2.02,4.11,2.09,17.6,0.526,10,19,True,False
99-45_vehicle_02_c192,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,19.6667,23.60426741,car,4000,72666,100417,78666,94417,48000,7150207,1,944001,1133004,31.25,True,17.578125,1.72,8.92,7.2,31.2,0.263,5,19,True,False
99-45_vehicle_02_c193,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,20.3584,23.12533926,car,4000,75433,98501,81433,92501,48000,7150207,1,977203,1110016,31.25,True,17.578125,1.48,5.54,4.05,31.2,0.211,4,19,True,False
99-45_vehicle_02_c194,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,22.6997,26.21158444,car,4000,84798,110846,90798,104846,48000,7150207,1,1089585,1258156,25.390625,True,15.625,-0.2,4.97,5.18,25.4,0.368,7,19,True,False
99-45_vehicle_02_c195,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,77.6022,79.51777333,car,4000,304408,324071,310408,318071,48000,7150207,1,3724905,3816853,23.4375,False,0.0,4.95,8.98,4.03,23.4,0.474,9,19,True,False
99-45_vehicle_02_c196,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,78.8261,82.81687778,car,4000,309304,337267,315304,331267,48000,7150207,1,3783652,3975210,21.484375,False,0.0,1.65,1.7,0.05,21.5,0.316,6,19,True,False
99-45_vehicle_02_c197,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,81.1141,84.62598444,car,4000,318456,344503,324456,338503,48000,7150207,1,3893476,4062047,23.4375,False,0.0,5.01,9.67,4.67,23.4,0.263,5,19,True,False
99-45_vehicle_02_c198,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,96.0662,98.35424593,car,4000,378264,399416,384264,393416,48000,7150207,1,4611177,4721003,29.296875,False,0.0,1.32,3.95,2.63,29.3,0.474,9,19,True,False
99-45_vehicle_02_c199,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,103.2496,104.7927007,car,4000,406998,425170,412998,419170,48000,7150207,1,4955980,5030049,29.296875,False,0.0,1.44,5.08,3.64,29.3,0.263,5,19,True,False
99-45_vehicle_02_c200,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,106.868,110.0074118,car,4000,421472,446029,427472,440029,48000,7150207,1,5129664,5280355,19.53125,True,29.296875,2.24,5.64,3.4,19.5,0.158,3,19,False,False
99-45_vehicle_02_c201,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,110.4863,113.6257119,car,4000,435945,460502,441945,454502,48000,7150207,1,5303342,5454034,31.25,False,0.0,2.61,7.67,5.06,31.2,0.368,7,19,True,False
99-45_vehicle_02_c202,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,113.5192,115.5411941,car,4000,448076,468164,454076,462164,48000,7150207,1,5448921,5545977,21.484375,True,31.25,4.61,8.64,4.02,21.5,0.316,6,19,True,False
99-45_vehicle_02_c203,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,114.7963,116.3394007,car,4000,453185,471357,459185,465357,48000,7150207,1,5510222,5584291,33.203125,False,0.0,0.92,7.03,6.11,33.2,0.368,7,19,True,False
99-45_vehicle_02_c204,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,116.233,119.7059757,car,4000,458932,484823,464932,478823,48000,7150207,1,5579184,5745886,21.484375,False,0.0,3.76,7.26,3.5,21.5,0.421,8,19,True,False
99-45_vehicle_02_c205,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,119.4399,122.7921533,car,4000,471759,497168,477759,491168,48000,7150207,1,5733115,5894023,17.578125,True,29.296875,7.36,7.36,0.0,17.6,0.947,18,19,True,True
99-45_vehicle_02_c206,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,119.9331,121.2101489,car,4000,473732,490840,479732,484840,48000,7150207,1,5756788,5818087,17.578125,False,0.0,8.84,13.02,4.18,17.6,0.684,13,19,True,False
99-45_vehicle_02_c207,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,123.8707,125.8394837,car,4000,489482,509357,495482,503357,48000,7150207,1,5945793,6040295,29.296875,True,15.625,5.1,16.51,11.41,29.3,0.053,1,19,False,False
99-45_vehicle_02_c208,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,125.9459,127.4357904,car,4000,497783,515743,503783,509743,48000,7150207,1,6045403,6116917,33.203125,True,15.625,3.92,3.92,0.0,33.2,0.158,3,19,False,True
99-45_vehicle_02_c209,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,127.8614,131.4264948,car,4000,505445,531705,511445,525705,48000,7150207,1,6137347,6308471,33.203125,True,15.625,4.28,10.94,6.66,33.2,0.053,1,19,False,False
99-45_vehicle_02_c210,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_02.wav,139.887,145.3144578,car,4000,553548,587257,559548,581257,48000,7150207,1,6714576,6975093,21.484375,False,0.0,-0.19,8.03,8.22,21.5,0.316,6,19,True,False
J86-1_airplane_01_c211,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\J86-1_airplane_01.wav,192.4952,198.9336548,airplane,4000,763980,801734,769980,795734,48000,10341702,1,9239769,9548815,17.578125,True,31.25,4.14,5.88,1.74,17.6,0.368,7,19,True,False
